send_date,email_job_id,email_sender_name,email_content_name,email_subject,email_sends,email_unique_opens,email_unique_clicks,email_unique_unsubscribes
15/04/2025,4622606,Equipe Vendas,CAMPANHA 2025 - Black Friday,Não perca: novidades de black friday,548107,139016,8897,294
13/01/2025,4048350,Equipe Marketing,CAMPANHA 2025 - Volta às Aulas,Você foi selecionado(a) para descontos de volta às aulas,635711,218166,33620,1008
22/02/2025,4972566,Equipe Marketing,CAMPANHA 2025 - Inverno,Não perca: novidades de inverno,233173,58109,3583,333
09/03/2025,4518267,Newsletter Especial,CAMPANHA 2025 - Volta às Aulas,É hoje: campanha especial volta às aulas,210960,68867,14177,493
06/05/2025,4782470,Equipe Produtos,CAMPANHA 2025 - Lançamento de Coleção,Preços imperdíveis nesta lançamento de coleção,271707,32605,2801,383
09/02/2025,4238198,Comunicação Interna,CAMPANHA 2025 - Dia dos Pais,Últimos dias da promoção dia dos pais,349356,72560,13329,837
11/02/2025,4857802,Marketing Digital,CAMPANHA 2025 - Black Friday,Preços imperdíveis nesta black friday,622034,143046,14027,1026
03/02/2025,4987181,Marketing Digital,CAMPANHA 2025 - Lançamento de Coleção,Só até amanhã: lançamento de coleção com frete grátis,533035,109403,17658,320
28/03/2025,4647394,Suporte ao Cliente,CAMPANHA 2025 - Verão,Surpresa! Presentes de verão esperando por você,624089,136610,22814,908
30/03/2025,4785135,Equipe Produtos,CAMPANHA 2025 - Aniversário da Loja,É hoje: campanha especial aniversário da loja,730790,203544,15152,1499
25/05/2025,4696367,Suporte ao Cliente,CAMPANHA 2025 - Ano Novo,Não perca: novidades de ano novo,660224,217914,19585,332
16/02/2025,4733251,Suporte ao Cliente,CAMPANHA 2025 - Lançamento de Coleção,Surpresa! Presentes de lançamento de coleção esperando por você,446193,135658,24431,547
30/01/2025,4174363,Time Promoções,CAMPANHA 2025 - Inverno,Oferta exclusiva de inverno só para você,235759,70081,3884,282
28/05/2025,4837288,Relacionamento,CAMPANHA 2025 - Dia das Mães,Corre! Estoques limitados para dia das mães,257767,96519,8995,396
13/02/2025,4582955,Time Promoções,CAMPANHA 2025 - Lançamento de Coleção,Você foi selecionado(a) para descontos de lançamento de coleção,48673,13731,2579,39
03/05/2025,4239985,Marketing Digital,CAMPANHA 2025 - Lançamento de Coleção,Descubra nossa nova coleção de lançamento de coleção,499730,142402,23291,674
27/04/2025,4577152,Newsletter Especial,CAMPANHA 2025 - Inverno,Surpresa! Presentes de inverno esperando por você,342521,88564,18187,180
18/04/2025,4142846,Equipe CRM,CAMPANHA 2025 - Férias,Últimos dias da promoção férias,559734,134693,15428,1257
06/05/2025,4137048,Marketing Digital,CAMPANHA 2025 - Aniversário da Loja,Surpresa! Presentes de aniversário da loja esperando por você,301694,65930,4989,163
24/01/2025,4968879,Equipe Marketing,CAMPANHA 2025 - Férias,Últimos dias da promoção férias,101014,30858,5371,53
16/02/2025,4170372,Relacionamento,CAMPANHA 2025 - Natal,Corre! Estoques limitados para natal,418646,111350,12871,400
31/05/2025,4828092,Relacionamento,CAMPANHA 2025 - Férias,Preços imperdíveis nesta férias,139157,22197,2362,129
30/05/2025,4755415,Equipe Produtos,CAMPANHA 2025 - Lançamento de Coleção,Oferta exclusiva de lançamento de coleção só para você,70457,17855,1510,119
24/03/2025,4528140,Equipe Marketing,CAMPANHA 2025 - Black Friday,Surpresa! Presentes de black friday esperando por você,538010,145030,10433,744
20/02/2025,4510305,Marketing Digital,CAMPANHA 2025 - Volta às Aulas,Você foi selecionado(a) para descontos de volta às aulas,218231,39180,5610,519
06/02/2025,4560135,Marketing Digital,CAMPANHA 2025 - Inverno,Corre! Estoques limitados para inverno,375816,69208,8645,862
30/01/2025,4628947,Equipe Produtos,CAMPANHA 2025 - Liquidação,Surpresa! Presentes de liquidação esperando por você,611211,152147,25678,1020
08/01/2025,4008980,Relacionamento,CAMPANHA 2025 - Liquidação,Surpresa! Presentes de liquidação esperando por você,476827,103345,10126,317
28/02/2025,4876040,Newsletter Especial,CAMPANHA 2025 - Volta às Aulas,Oferta exclusiva de volta às aulas só para você,149604,36711,2004,353
13/05/2025,4293991,Marketing Digital,CAMPANHA 2025 - Lançamento de Coleção,Últimos dias da promoção lançamento de coleção,432731,91540,14246,368
12/01/2025,4087293,Newsletter Especial,CAMPANHA 2025 - Volta às Aulas,Últimos dias da promoção volta às aulas,538995,125148,7542,852
19/03/2025,4630294,Equipe Vendas,CAMPANHA 2025 - Lançamento de Coleção,Oferta exclusiva de lançamento de coleção só para você,137176,29209,5477,151
04/04/2025,4056566,Equipe Marketing,CAMPANHA 2025 - Natal,Não perca: novidades de natal,753067,259999,51198,1296
13/05/2025,4311713,Time Promoções,CAMPANHA 2025 - Volta às Aulas,Oferta exclusiva de volta às aulas só para você,352569,84636,18126,754
03/04/2025,4562200,Time Promoções,CAMPANHA 2025 - Volta às Aulas,Últimos dias da promoção volta às aulas,501083,138136,20370,640
19/03/2025,4568527,Time Promoções,CAMPANHA 2025 - Férias,Últimos dias da promoção férias,166298,56825,10992,141
08/04/2025,4835417,Suporte ao Cliente,CAMPANHA 2025 - Liquidação,Preços imperdíveis nesta liquidação,283868,94985,9291,370
17/01/2025,4546986,Equipe Vendas,CAMPANHA 2025 - Verão,É hoje: campanha especial verão,414103,113025,11044,302
04/02/2025,4816266,Equipe Marketing,CAMPANHA 2025 - Ano Novo,Oferta exclusiva de ano novo só para você,498526,117867,25086,1179
03/02/2025,4591627,Time Promoções,CAMPANHA 2025 - Liquidação,É hoje: campanha especial liquidação,541682,126159,24760,663
01/06/2025,4494251,Equipe CRM,CAMPANHA 2025 - Volta às Aulas,Descubra nossa nova coleção de volta às aulas,197439,56723,6894,130
26/02/2025,4962734,Equipe CRM,CAMPANHA 2025 - Dia das Mães,Preços imperdíveis nesta dia das mães,127336,25372,4049,136
24/02/2025,4769105,Marketing Digital,CAMPANHA 2025 - Inverno,Não perca: novidades de inverno,610195,174338,20511,1042
07/02/2025,4090494,Newsletter Especial,CAMPANHA 2025 - Dia das Mães,Descubra nossa nova coleção de dia das mães,191802,23016,3996,295
09/06/2025,4956678,Equipe Vendas,CAMPANHA 2025 - Verão,Não perca: novidades de verão,746826,187289,28968,1828
30/04/2025,4423508,Time Promoções,CAMPANHA 2025 - Ano Novo,Oferta exclusiva de ano novo só para você,370577,96876,17127,656
04/04/2025,4299844,Time Promoções,CAMPANHA 2025 - Dia das Mães,Não perca: novidades de dia das mães,210149,32704,4175,238
19/05/2025,4462700,Equipe Produtos,CAMPANHA 2025 - Inverno,Corre! Estoques limitados para inverno,733035,168195,24305,1433
04/05/2025,4933712,Comunicação Interna,CAMPANHA 2025 - Natal,Corre! Estoques limitados para natal,708738,85049,4631,683
05/06/2025,4071222,Relacionamento,CAMPANHA 2025 - Lançamento de Coleção,Últimos dias da promoção lançamento de coleção,747820,231086,45385,1457
03/06/2025,4932233,Equipe Produtos,CAMPANHA 2025 - Liquidação,Não perca: novidades de liquidação,410162,105143,6911,745
05/04/2025,4726115,Equipe Produtos,CAMPANHA 2025 - Lançamento de Coleção,Não perca: novidades de lançamento de coleção,714368,111458,22490,921
16/05/2025,4430321,Marketing Digital,CAMPANHA 2025 - Dia dos Pais,Só até amanhã: dia dos pais com frete grátis,195630,55691,11181,122
09/03/2025,4890631,Equipe Produtos,CAMPANHA 2025 - Black Friday,Você foi selecionado(a) para descontos de black friday,340460,89926,9152,843
26/04/2025,4087279,Time Promoções,CAMPANHA 2025 - Volta às Aulas,É hoje: campanha especial volta às aulas,605475,119229,8706,349
09/03/2025,4914005,Equipe CRM,CAMPANHA 2025 - Verão,Últimos dias da promoção verão,747172,209397,20604,1284
11/02/2025,4371021,Marketing Digital,CAMPANHA 2025 - Aniversário da Loja,Oferta exclusiva de aniversário da loja só para você,719533,226150,30074,447
21/04/2025,4545558,Marketing Digital,CAMPANHA 2025 - Inverno,É hoje: campanha especial inverno,733619,174105,17708,324
20/02/2025,4059349,Newsletter Especial,CAMPANHA 2025 - Ano Novo,Descubra nossa nova coleção de ano novo,71882,24544,2344,120
26/03/2025,4567071,Equipe CRM,CAMPANHA 2025 - Dia dos Pais,Surpresa! Presentes de dia dos pais esperando por você,301359,83428,17660,674
03/03/2025,4282636,Marketing Digital,CAMPANHA 2025 - Aniversário da Loja,Surpresa! Presentes de aniversário da loja esperando por você,628891,235067,38549,501
18/01/2025,4992662,Marketing Digital,CAMPANHA 2025 - Black Friday,Você foi selecionado(a) para descontos de black friday,723570,173459,24197,356
04/04/2025,4753025,Newsletter Especial,CAMPANHA 2025 - Volta às Aulas,Oferta exclusiva de volta às aulas só para você,418984,62780,11474,697
24/02/2025,4844175,Newsletter Especial,CAMPANHA 2025 - Verão,Corre! Estoques limitados para verão,158603,45660,9961,243
18/03/2025,4326377,Equipe Vendas,CAMPANHA 2025 - Black Friday,Últimos dias da promoção black friday,794648,146915,20736,666
04/03/2025,4179445,Equipe CRM,CAMPANHA 2025 - Férias,Oferta exclusiva de férias só para você,712448,267446,46006,1163
03/02/2025,4824845,Comunicação Interna,CAMPANHA 2025 - Lançamento de Coleção,Surpresa! Presentes de lançamento de coleção esperando por você,577039,96754,6516,926
02/04/2025,4176005,Equipe Vendas,CAMPANHA 2025 - Dia das Mães,Surpresa! Presentes de dia das mães esperando por você,165751,55583,8063,343
02/02/2025,4600979,Suporte ao Cliente,CAMPANHA 2025 - Aniversário da Loja,Descubra nossa nova coleção de aniversário da loja,344178,88619,7069,296
05/02/2025,4599379,Equipe Produtos,CAMPANHA 2025 - Liquidação,Não perca: novidades de liquidação,256348,93571,16561,327
01/04/2025,4038294,Equipe Vendas,CAMPANHA 2025 - Verão,Preços imperdíveis nesta verão,196417,48399,3928,116
03/02/2025,4831550,Suporte ao Cliente,CAMPANHA 2025 - Dia das Mães,Corre! Estoques limitados para dia das mães,319109,107349,16289,224
01/04/2025,4494621,Relacionamento,CAMPANHA 2025 - Férias,Descubra nossa nova coleção de férias,582852,77681,16324,948
19/04/2025,4892290,Equipe Produtos,CAMPANHA 2025 - Inverno,Últimos dias da promoção inverno,104594,29296,3041,120
18/03/2025,4916385,Equipe Produtos,CAMPANHA 2025 - Aniversário da Loja,Últimos dias da promoção aniversário da loja,593940,71273,5644,1045
11/04/2025,4820180,Suporte ao Cliente,CAMPANHA 2025 - Ano Novo,Corre! Estoques limitados para ano novo,133771,47294,6226,162
17/02/2025,4324826,Relacionamento,CAMPANHA 2025 - Dia dos Pais,Corre! Estoques limitados para dia dos pais,202861,29585,3971,405
21/03/2025,4568584,Suporte ao Cliente,CAMPANHA 2025 - Liquidação,Só até amanhã: liquidação com frete grátis,443856,111047,6677,1028
11/03/2025,4859776,Relacionamento,CAMPANHA 2025 - Liquidação,Não perca: novidades de liquidação,679430,145676,12786,1628
01/01/2025,4841197,Equipe Produtos,CAMPANHA 2025 - Volta às Aulas,É hoje: campanha especial volta às aulas,268792,66575,14494,181
10/05/2025,4779041,Equipe Produtos,CAMPANHA 2025 - Black Friday,Últimos dias da promoção black friday,737077,184147,14969,1613
10/01/2025,4402459,Comunicação Interna,CAMPANHA 2025 - Dia das Mães,É hoje: campanha especial dia das mães,324049,66465,10084,307
05/02/2025,4943270,Equipe Produtos,CAMPANHA 2025 - Natal,Oferta exclusiva de natal só para você,186738,41986,7902,372
09/02/2025,4445036,Equipe CRM,CAMPANHA 2025 - Volta às Aulas,Não perca: novidades de volta às aulas,666076,141560,10546,1456
08/04/2025,4242189,Equipe Vendas,CAMPANHA 2025 - Férias,Preços imperdíveis nesta férias,419299,113383,19866,794
08/02/2025,4000231,Equipe Produtos,CAMPANHA 2025 - Volta às Aulas,Descubra nossa nova coleção de volta às aulas,170443,49766,5787,204
24/05/2025,4771641,Suporte ao Cliente,CAMPANHA 2025 - Black Friday,É hoje: campanha especial black friday,137815,36835,4599,103
23/05/2025,4935996,Suporte ao Cliente,CAMPANHA 2025 - Verão,Descubra nossa nova coleção de verão,646457,189411,13453,281
06/06/2025,4897315,Comunicação Interna,CAMPANHA 2025 - Verão,Descubra nossa nova coleção de verão,586690,184646,23581,675
05/06/2025,4132957,Time Promoções,CAMPANHA 2025 - Inverno,Preços imperdíveis nesta inverno,406426,122977,18674,835
12/03/2025,4490343,Relacionamento,CAMPANHA 2025 - Inverno,Oferta exclusiva de inverno só para você,349548,92711,14718,707
03/01/2025,4098695,Equipe CRM,CAMPANHA 2025 - Liquidação,Surpresa! Presentes de liquidação esperando por você,748884,239284,47070,828
02/01/2025,4009617,Relacionamento,CAMPANHA 2025 - Ano Novo,Corre! Estoques limitados para ano novo,487466,143797,28795,509
06/02/2025,4279772,Relacionamento,CAMPANHA 2025 - Black Friday,Não perca: novidades de black friday,784481,220572,42329,1704
25/05/2025,4174171,Comunicação Interna,CAMPANHA 2025 - Verão,Preços imperdíveis nesta verão,187687,56059,7371,345
21/03/2025,4347958,Time Promoções,CAMPANHA 2025 - Black Friday,Corre! Estoques limitados para black friday,555086,110863,12871,1220
12/06/2025,4148711,Newsletter Especial,CAMPANHA 2025 - Dia dos Pais,Surpresa! Presentes de dia dos pais esperando por você,224498,88885,8126,309
20/01/2025,4099451,Equipe Vendas,CAMPANHA 2025 - Dia dos Pais,Descubra nossa nova coleção de dia dos pais,102327,30154,6619,224
13/02/2025,4705879,Marketing Digital,CAMPANHA 2025 - Lançamento de Coleção,Preços imperdíveis nesta lançamento de coleção,702352,92476,20138,1519
25/04/2025,4801264,Newsletter Especial,CAMPANHA 2025 - Lançamento de Coleção,Corre! Estoques limitados para lançamento de coleção,213519,63340,7942,318
10/05/2025,4656663,Equipe Vendas,CAMPANHA 2025 - Liquidação,Descubra nossa nova coleção de liquidação,131212,46886,9874,131
19/04/2025,4701927,Equipe Marketing,CAMPANHA 2025 - Dia dos Pais,Surpresa! Presentes de dia dos pais esperando por você,464204,110184,10141,344
07/03/2025,4188729,Equipe Produtos,CAMPANHA 2025 - Volta às Aulas,Só até amanhã: volta às aulas com frete grátis,759334,221520,34910,1351
06/04/2025,4376557,Equipe Marketing,CAMPANHA 2025 - Verão,Você foi selecionado(a) para descontos de verão,475693,77702,11482,781
13/01/2025,4572858,Time Promoções,CAMPANHA 2025 - Black Friday,Oferta exclusiva de black friday só para você,463413,127407,23703,878
16/05/2025,4112483,Comunicação Interna,CAMPANHA 2025 - Black Friday,Últimos dias da promoção black friday,570824,139495,19334,883
28/01/2025,4452741,Equipe CRM,CAMPANHA 2025 - Lançamento de Coleção,Surpresa! Presentes de lançamento de coleção esperando por você,250182,66176,3401,490
19/04/2025,4320424,Equipe Produtos,CAMPANHA 2025 - Lançamento de Coleção,Últimos dias da promoção lançamento de coleção,574865,178646,9580,696
03/01/2025,4010457,Equipe CRM,CAMPANHA 2025 - Volta às Aulas,Últimos dias da promoção volta às aulas,376036,101397,21369,435
10/02/2025,4223289,Newsletter Especial,CAMPANHA 2025 - Dia dos Pais,Oferta exclusiva de dia dos pais só para você,118364,26625,3031,256
08/06/2025,4372929,Equipe Produtos,CAMPANHA 2025 - Dia dos Pais,Últimos dias da promoção dia dos pais,309931,48045,3534,300
07/06/2025,4289057,Marketing Digital,CAMPANHA 2025 - Lançamento de Coleção,É hoje: campanha especial lançamento de coleção,729193,256729,14092,1275
07/01/2025,4010388,Newsletter Especial,CAMPANHA 2025 - Black Friday,Últimos dias da promoção black friday,63907,13161,1419,59
26/05/2025,4125404,Marketing Digital,CAMPANHA 2025 - Inverno,É hoje: campanha especial inverno,18776,2826,621,29
10/02/2025,4251892,Newsletter Especial,CAMPANHA 2025 - Ano Novo,Só até amanhã: ano novo com frete grátis,624497,135071,7212,866
15/02/2025,4930819,Time Promoções,CAMPANHA 2025 - Aniversário da Loja,Corre! Estoques limitados para aniversário da loja,708302,236919,23056,525
15/05/2025,4912781,Equipe Vendas,CAMPANHA 2025 - Volta às Aulas,Não perca: novidades de volta às aulas,260143,54758,11530,580
22/02/2025,4770497,Marketing Digital,CAMPANHA 2025 - Natal,Últimos dias da promoção natal,774364,193733,40025,1867
06/05/2025,4736347,Time Promoções,CAMPANHA 2025 - Dia das Mães,Descubra nossa nova coleção de dia das mães,491077,144249,12300,575
25/05/2025,4362216,Equipe Vendas,CAMPANHA 2025 - Férias,Surpresa! Presentes de férias esperando por você,698253,144367,20531,357
29/05/2025,4129559,Relacionamento,CAMPANHA 2025 - Verão,Só até amanhã: verão com frete grátis,85414,13018,2150,144
23/03/2025,4245944,Comunicação Interna,CAMPANHA 2025 - Liquidação,Últimos dias da promoção liquidação,561145,157375,23654,631
16/01/2025,4473290,Equipe Vendas,CAMPANHA 2025 - Ano Novo,Preços imperdíveis nesta ano novo,773141,223699,35937,378
20/01/2025,4664839,Equipe Marketing,CAMPANHA 2025 - Aniversário da Loja,Oferta exclusiva de aniversário da loja só para você,766128,160105,33180,1499
19/03/2025,4390002,Comunicação Interna,CAMPANHA 2025 - Volta às Aulas,Corre! Estoques limitados para volta às aulas,83096,15400,1924,33
04/03/2025,4592696,Marketing Digital,CAMPANHA 2025 - Verão,Só até amanhã: verão com frete grátis,190342,39085,5211,219
04/01/2025,4546273,Equipe Vendas,CAMPANHA 2025 - Black Friday,Preços imperdíveis nesta black friday,317583,40973,8404,283
09/01/2025,4568625,Suporte ao Cliente,CAMPANHA 2025 - Inverno,Oferta exclusiva de inverno só para você,614341,90457,8712,497
17/03/2025,4868877,Marketing Digital,CAMPANHA 2025 - Natal,Você foi selecionado(a) para descontos de natal,430009,51601,4161,670
28/01/2025,4913447,Equipe Vendas,CAMPANHA 2025 - Dia das Mães,Você foi selecionado(a) para descontos de dia das mães,106439,23984,4900,120
23/01/2025,4147597,Equipe Marketing,CAMPANHA 2025 - Volta às Aulas,Oferta exclusiva de volta às aulas só para você,478913,118378,25874,686
26/05/2025,4004533,Equipe CRM,CAMPANHA 2025 - Dia dos Pais,Oferta exclusiva de dia dos pais só para você,788025,216909,46515,1242
09/04/2025,4269579,Equipe CRM,CAMPANHA 2025 - Dia dos Pais,Surpresa! Presentes de dia dos pais esperando por você,227087,62784,8873,338
10/06/2025,4079558,Equipe Marketing,CAMPANHA 2025 - Ano Novo,Você foi selecionado(a) para descontos de ano novo,460129,64748,5631,351
16/01/2025,4249783,Equipe Marketing,CAMPANHA 2025 - Aniversário da Loja,Só até amanhã: aniversário da loja com frete grátis,66184,15419,1027,127
04/05/2025,4808353,Equipe CRM,CAMPANHA 2025 - Dia dos Pais,Preços imperdíveis nesta dia dos pais,637480,236850,21021,1048
10/03/2025,4280145,Marketing Digital,CAMPANHA 2025 - Volta às Aulas,É hoje: campanha especial volta às aulas,194561,59463,11520,391
05/02/2025,4613031,Newsletter Especial,CAMPANHA 2025 - Black Friday,Não perca: novidades de black friday,398727,134959,17775,324
30/01/2025,4829713,Relacionamento,CAMPANHA 2025 - Volta às Aulas,Você foi selecionado(a) para descontos de volta às aulas,86087,12868,1066,191
13/02/2025,4942086,Suporte ao Cliente,CAMPANHA 2025 - Liquidação,Não perca: novidades de liquidação,273724,90392,17929,316
22/02/2025,4323746,Comunicação Interna,CAMPANHA 2025 - Aniversário da Loja,Não perca: novidades de aniversário da loja,249024,73593,10790,492
09/05/2025,4896556,Suporte ao Cliente,CAMPANHA 2025 - Dia dos Pais,Não perca: novidades de dia dos pais,446913,92142,12539,580
28/02/2025,4414610,Suporte ao Cliente,CAMPANHA 2025 - Natal,Preços imperdíveis nesta natal,253849,85128,15777,434
18/04/2025,4117869,Time Promoções,CAMPANHA 2025 - Natal,Últimos dias da promoção natal,205127,70384,3865,182
07/05/2025,4718070,Comunicação Interna,CAMPANHA 2025 - Black Friday,Só até amanhã: black friday com frete grátis,666145,185104,37365,1478
18/05/2025,4705619,Suporte ao Cliente,CAMPANHA 2025 - Aniversário da Loja,Preços imperdíveis nesta aniversário da loja,657124,116437,20510,821
01/01/2025,4035913,Newsletter Especial,CAMPANHA 2025 - Férias,Descubra nossa nova coleção de férias,520927,159084,27629,892
17/02/2025,4849724,Relacionamento,CAMPANHA 2025 - Lançamento de Coleção,É hoje: campanha especial lançamento de coleção,611565,73388,11726,1135
31/01/2025,4479223,Relacionamento,CAMPANHA 2025 - Dia dos Pais,Oferta exclusiva de dia dos pais só para você,115436,30142,6141,48
12/06/2025,4428106,Equipe Vendas,CAMPANHA 2025 - Verão,Preços imperdíveis nesta verão,557246,154542,21261,1123
13/01/2025,4153934,Newsletter Especial,CAMPANHA 2025 - Inverno,Preços imperdíveis nesta inverno,224773,58279,7563,555
15/04/2025,4938472,Comunicação Interna,CAMPANHA 2025 - Volta às Aulas,Você foi selecionado(a) para descontos de volta às aulas,441308,152112,24561,290
14/03/2025,4509822,Newsletter Especial,CAMPANHA 2025 - Lançamento de Coleção,Oferta exclusiva de lançamento de coleção só para você,593456,226273,19828,588
17/05/2025,4473512,Suporte ao Cliente,CAMPANHA 2025 - Natal,Descubra nossa nova coleção de natal,490070,151948,31158,644
04/03/2025,4865000,Time Promoções,CAMPANHA 2025 - Dia dos Pais,Você foi selecionado(a) para descontos de dia dos pais,400363,122946,23176,615
18/05/2025,4699828,Equipe CRM,CAMPANHA 2025 - Volta às Aulas,Oferta exclusiva de volta às aulas só para você,188915,28681,2163,186
30/01/2025,4073349,Equipe Vendas,CAMPANHA 2025 - Aniversário da Loja,Só até amanhã: aniversário da loja com frete grátis,255704,67687,3987,325
13/04/2025,4726404,Equipe Produtos,CAMPANHA 2025 - Férias,Corre! Estoques limitados para férias,346777,92803,5257,187
13/03/2025,4877862,Time Promoções,CAMPANHA 2025 - Natal,Descubra nossa nova coleção de natal,262470,44655,9356,153
12/03/2025,4797538,Marketing Digital,CAMPANHA 2025 - Black Friday,Corre! Estoques limitados para black friday,336090,127378,9077,525
19/03/2025,4670478,Equipe Vendas,CAMPANHA 2025 - Férias,Oferta exclusiva de férias só para você,736377,201509,37042,336
22/01/2025,4596492,Equipe Marketing,CAMPANHA 2025 - Liquidação,Preços imperdíveis nesta liquidação,387868,125510,18800,414
20/01/2025,4033223,Newsletter Especial,CAMPANHA 2025 - Liquidação,Corre! Estoques limitados para liquidação,488554,87112,18725,634
04/06/2025,4032985,Comunicação Interna,CAMPANHA 2025 - Dia das Mães,Últimos dias da promoção dia das mães,247425,76354,10241,171
13/01/2025,4283265,Suporte ao Cliente,CAMPANHA 2025 - Dia das Mães,Não perca: novidades de dia das mães,499493,91948,15835,1232
24/05/2025,4157210,Comunicação Interna,CAMPANHA 2025 - Dia dos Pais,Só até amanhã: dia dos pais com frete grátis,140442,29705,2618,99
20/05/2025,4213509,Comunicação Interna,CAMPANHA 2025 - Liquidação,Surpresa! Presentes de liquidação esperando por você,477040,134396,26521,892
31/01/2025,4397533,Time Promoções,CAMPANHA 2025 - Lançamento de Coleção,Surpresa! Presentes de lançamento de coleção esperando por você,738023,131431,26977,1500
18/05/2025,4502399,Comunicação Interna,CAMPANHA 2025 - Inverno,É hoje: campanha especial inverno,429076,86748,17274,407
08/04/2025,4881431,Equipe Produtos,CAMPANHA 2025 - Inverno,Não perca: novidades de inverno,576638,107767,9233,701
05/03/2025,4065524,Equipe CRM,CAMPANHA 2025 - Ano Novo,Oferta exclusiva de ano novo só para você,510292,161732,29495,226
13/05/2025,4325733,Equipe Produtos,CAMPANHA 2025 - Dia dos Pais,Preços imperdíveis nesta dia dos pais,415805,99939,21842,316
13/04/2025,4698416,Suporte ao Cliente,CAMPANHA 2025 - Inverno,É hoje: campanha especial inverno,91603,20075,1913,185
16/05/2025,4271493,Newsletter Especial,CAMPANHA 2025 - Aniversário da Loja,É hoje: campanha especial aniversário da loja,439180,138303,19138,369
22/02/2025,4604318,Equipe Marketing,CAMPANHA 2025 - Liquidação,Só até amanhã: liquidação com frete grátis,93558,36347,3695,67
19/05/2025,4603148,Equipe CRM,CAMPANHA 2025 - Férias,Preços imperdíveis nesta férias,29996,11549,2266,65
19/03/2025,4627788,Equipe Produtos,CAMPANHA 2025 - Black Friday,Corre! Estoques limitados para black friday,528915,170136,30031,1142
16/01/2025,4881113,Time Promoções,CAMPANHA 2025 - Black Friday,Não perca: novidades de black friday,138351,36002,2925,122
25/01/2025,4192816,Time Promoções,CAMPANHA 2025 - Dia das Mães,Oferta exclusiva de dia das mães só para você,549580,180522,29150,1077
01/02/2025,4055559,Newsletter Especial,CAMPANHA 2025 - Black Friday,É hoje: campanha especial black friday,15722,5235,1133,35
09/04/2025,4093155,Marketing Digital,CAMPANHA 2025 - Verão,Corre! Estoques limitados para verão,206533,34740,4470,466
08/04/2025,4579681,Equipe Marketing,CAMPANHA 2025 - Férias,Descubra nossa nova coleção de férias,25222,3174,192,55
25/04/2025,4676373,Equipe CRM,CAMPANHA 2025 - Aniversário da Loja,Preços imperdíveis nesta aniversário da loja,698476,229246,42914,1610
12/06/2025,4958587,Equipe CRM,CAMPANHA 2025 - Verão,Oferta exclusiva de verão só para você,347113,124380,21275,704
31/03/2025,4275711,Marketing Digital,CAMPANHA 2025 - Natal,Você foi selecionado(a) para descontos de natal,572312,68677,5062,335
15/03/2025,4198326,Comunicação Interna,CAMPANHA 2025 - Ano Novo,É hoje: campanha especial ano novo,689527,82743,14379,1526
14/04/2025,4516210,Marketing Digital,CAMPANHA 2025 - Aniversário da Loja,Preços imperdíveis nesta aniversário da loja,242787,69589,6217,521
23/05/2025,4110170,Relacionamento,CAMPANHA 2025 - Volta às Aulas,É hoje: campanha especial volta às aulas,462022,111642,8349,1068
08/06/2025,4448838,Equipe Vendas,CAMPANHA 2025 - Liquidação,É hoje: campanha especial liquidação,496339,121872,9938,335
12/05/2025,4041986,Equipe Vendas,CAMPANHA 2025 - Dia dos Pais,Últimos dias da promoção dia dos pais,193750,23250,4082,132
20/03/2025,4282385,Equipe Produtos,CAMPANHA 2025 - Dia dos Pais,Oferta exclusiva de dia dos pais só para você,476174,152786,18136,705
16/04/2025,4347866,Relacionamento,CAMPANHA 2025 - Inverno,Oferta exclusiva de inverno só para você,493406,152863,10227,1037
04/05/2025,4778705,Equipe Marketing,CAMPANHA 2025 - Ano Novo,É hoje: campanha especial ano novo,469873,136662,19195,536
24/02/2025,4977804,Relacionamento,CAMPANHA 2025 - Aniversário da Loja,Só até amanhã: aniversário da loja com frete grátis,190250,51040,2955,287
18/05/2025,4905915,Time Promoções,CAMPANHA 2025 - Lançamento de Coleção,Você foi selecionado(a) para descontos de lançamento de coleção,720484,259686,20184,1430
25/04/2025,4362656,Equipe CRM,CAMPANHA 2025 - Lançamento de Coleção,Corre! Estoques limitados para lançamento de coleção,176175,44130,6070,141
03/05/2025,4454142,Time Promoções,CAMPANHA 2025 - Dia dos Pais,Não perca: novidades de dia dos pais,507287,85600,4768,860
14/05/2025,4090769,Newsletter Especial,CAMPANHA 2025 - Férias,Você foi selecionado(a) para descontos de férias,749467,219634,44194,1352
08/02/2025,4949278,Equipe Produtos,CAMPANHA 2025 - Inverno,Não perca: novidades de inverno,406659,52040,8940,928
20/03/2025,4234427,Equipe Produtos,CAMPANHA 2025 - Lançamento de Coleção,Últimos dias da promoção lançamento de coleção,67908,12201,1048,100
27/03/2025,4155945,Relacionamento,CAMPANHA 2025 - Verão,Surpresa! Presentes de verão esperando por você,405733,135405,28806,313
11/06/2025,4462342,Time Promoções,CAMPANHA 2025 - Natal,Corre! Estoques limitados para natal,195286,64108,11610,346
27/03/2025,4862200,Equipe Marketing,CAMPANHA 2025 - Aniversário da Loja,Surpresa! Presentes de aniversário da loja esperando por você,317143,38057,6197,472
09/01/2025,4874255,Time Promoções,CAMPANHA 2025 - Volta às Aulas,Preços imperdíveis nesta volta às aulas,241992,67145,13265,358
17/02/2025,4378960,Relacionamento,CAMPANHA 2025 - Natal,Não perca: novidades de natal,145548,43904,6622,87
